_unit_id,_created_at,_updated_at,gs,term,values,please_choose_one_of_the_reasons_below_gold,please_choose_one_of_the_reasons_below_gold_reason,which_category_does_this_term_belong_to_gold,which_category_does_this_term_belong_to_gold_reason
1229987953,5/3/2017 13:01:59,5/4/2017 11:31:29, time,time post-copulation  ,"15-minutes, 2-hours, 6-hours",,,,
1229987954,5/3/2017 13:01:59,5/4/2017 11:40:38, time,time point (minutes)  ,"15, 30, 60, 5, 45",,,,
1229987955,5/3/2017 13:01:59,5/4/2017 11:42:45, age,mean age in days ,"150, 141.5, 77.25",,,,
1229987956,5/3/2017 13:01:59,5/4/2017 11:40:57, time,time (post-protocol)  ,"16 weeks, 4 weeks, 8 weeks, 2 weeks, baseline",,,,
1229987957,5/3/2017 13:01:59,5/4/2017 11:37:05, strain,strain b6(%)  ,"16, 0, 62.5, 31, 100",,,,
1229987958,5/3/2017 13:01:59,5/4/2017 11:39:24, age,fetus age ,"16.1 weeks, 13.6 weeks, 13.9 weeks, 11 weeks, 9.6 weeks",,,,
1229987959,5/3/2017 13:01:59,5/4/2017 11:36:23, time,time stimulated with anti-igm  ,"16h, 8h, unstimulated, 3h",,,,
1229987960,5/3/2017 13:01:59,5/4/2017 11:33:29, time,post-infection time  ,"16hr, 1hr",,,,
1229987961,5/3/2017 13:01:59,5/4/2017 11:36:20, age,age (weeks of gestation) ,"17, 16, 19",,,,
1229987962,5/3/2017 13:01:59,5/4/2017 11:31:31, time,time os (months)  ,"17, 35, 13, 14, 21",,,,
1229987963,5/3/2017 13:01:59,5/4/2017 11:39:27, time,time_to_dod_(months)  ,"17.68767123, 55.03561644, 6.575342466, 69.50136986, 67.92328767",,,,
1229987964,5/3/2017 13:01:59,5/4/2017 11:47:54, age,age/weight ,170g,,,,
1229987965,5/3/2017 13:01:59,5/4/2017 11:29:35, time,hybridization time  ,"18 hours, 16 hrs, 65 hours, 140 hours, 40 hrs",,,,
1229987966,5/3/2017 13:01:59,5/4/2017 11:43:10, age,gestional age ,"18 weeks, 17 weeks",,,,
1229987967,5/3/2017 13:01:59,5/4/2017 11:31:26, time,time (hours)  ,"18, 24, 4, 0, 6",,,,
1229987968,5/3/2017 13:01:59,5/4/2017 11:36:05, age,serum culture age ,"180 days, 40 days, 60 days",,,,
1229987969,5/3/2017 13:01:59,5/4/2017 11:35:58, time,timesampletaken  ,"1815, 1745, 1515, 1700, 2115",,,,
1229987970,5/3/2017 13:01:59,5/4/2017 11:37:42, time,sirna treatment time point  ,"18hr, 8hr, 4hr, 12hr",,,,
1229987971,5/3/2017 13:01:59,5/4/2017 11:41:05, age,age post partum ,"19 days + 24 hrs, 8 days, 3 days, 19 days, 13 days",,,,
1229987972,5/3/2017 13:01:59,5/4/2017 11:36:42, age,age at sacrifice ,19 weeks old,,,,
1229987973,5/3/2017 13:01:59,5/4/2017 11:23:54, time,cold ischemia time (hours)  ,"19, 16, 20, 30, 24",,,,
1229987974,5/3/2017 13:01:59,5/4/2017 11:48:50, age,mother's age (years) ,"19, 18, 20, 22, 26",,,,
1229987975,5/3/2017 13:01:59,5/4/2017 11:41:22, time,time of embryo collection  ,"196 hpf (hours post-in-vitro fertilization), 7 dpi (days post-in-vivo insemination), 7 dpscnt (days post-somatic cell nuclear transfer), 170 hpf (hours post-in-vitro fertilization), 180 hpf (hours post-in-vitro fertilization)",,,,
1229987976,5/3/2017 13:01:59,5/4/2017 11:34:54, cell line,cell line initiation date  ,"1982, 1988, 1980, 1981",,,,
1229987977,5/3/2017 13:01:59,5/4/2017 11:42:00, time,time post mcao before sample  ,"1h, 6h",,,,
1229987978,5/3/2017 13:01:59,5/4/2017 11:23:37, time,sampling timepoint  ,"1hr after glucose ingestion, before glucose ingestion (baseline), 2hr after glucose ingesion, 8 h, 72 h",,,,
1229987979,5/3/2017 13:01:59,5/4/2017 11:32:52, treatment,tnfa treatment time point  ,"1hr, 2hr, 3hr, 6hr, untreatment",,,,
1229987980,5/3/2017 13:01:59,5/4/2017 11:30:08, time,tnfa treatment time point  ,"1hr, 2hr, 3hr, 6hr, untreatment",,,,
1229987981,5/3/2017 13:01:59,5/4/2017 11:41:25, strain,infrequent clonal strain code  ,"1mel, 5mel",,,,
1229987982,5/3/2017 13:01:59,5/4/2017 11:37:05, treatment,chloride treatment  ,"1mm, none",,,,
1229987983,5/3/2017 13:01:59,5/4/2017 11:38:10, treatment,bl treatment level  ,"1um, 0um",,,,
1229987984,5/3/2017 13:01:59,5/4/2017 11:29:48, time,time extraction  ,"2 days post graft, 7 days post graft, na",,,,
1229987985,5/3/2017 13:01:59,5/4/2017 11:32:44, time,time in continuous light  ,"2 days, 3 days, 4 hrs, 8 hrs, 12 hrs",,,,
1229987986,5/3/2017 13:01:59,5/4/2017 11:19:22, treatment,specific treatments  ,"2 h exposure to 12.5 _ｵg/ml gentamicin, 2h exposure to combined gentamicin ans surface acoustic waves, 2 h exposure to surface acoustic waves generated by a piezo element directly attached to the cathter. the frequency of the vibrations generated on the piezo element is 100 khz _ｱ 10% and at on/off frequency of 30hz, none",,,,
1229987987,5/3/2017 13:01:59,5/4/2017 11:37:02, time,ex vivo challenge time  ,2 hours,,,,
1229987988,5/3/2017 13:01:59,5/4/2017 11:40:38, time,time_after_resection  ,2 hours,,,,
1229987989,5/3/2017 13:01:59,5/4/2017 11:36:08, age,postnatal age ,"2 months, 17 days, 20-38 years, 25 years, 31 years",,,,
1229987990,5/3/2017 13:01:59,5/4/2017 11:41:37, gender,gender and age ,2 year old caucasian female,,,,
1229987991,5/3/2017 13:01:59,5/4/2017 11:41:25, age,gender and age ,2 year old caucasian female,,,,
1229987992,5/3/2017 13:01:59,5/4/2017 11:40:55, time,injected timepoint  ,2-cell stage,,,,
1229987993,5/3/2017 13:01:59,5/4/2017 12:18:36, time,injection timepoint  ,2-cell stage,,,,
1229987994,5/3/2017 13:01:59,5/4/2017 11:39:24, age,plant age ,"2-year old vine, 19 days, 28 days old, 20 days, 30 days",,,,
1229987995,5/3/2017 13:01:59,5/4/2017 11:41:23, time,time after infection (h)  ,"2, 0, 24, 12, 6",,,,
1229987996,5/3/2017 13:01:59,5/4/2017 11:42:00, treatment,time (days of dss treatment)  ,"2, 0, 7",,,,
1229987997,5/3/2017 13:01:59,5/4/2017 11:34:26, time,time (days of dss treatment)  ,"2, 0, 7",,,,
1229987998,5/3/2017 13:01:59,5/4/2017 11:29:49, time,time point (hrs)  ,"2, 10, 14, 18, 22",,,,
1229987999,5/3/2017 13:01:59,5/4/2017 11:41:30, time,time [hours]  ,"2, 24, 12, 6, 0.5",,,,
1229988000,5/3/2017 13:01:59,5/4/2017 12:39:11, treatment,weeks of treatment  ,"2, 3, 5/6, 1, 4",,,,
1229988001,5/3/2017 13:01:59,5/4/2017 11:32:48, time,time point (week end)  ,"2, 4, 6, 8, 20",,,,
1229988002,5/3/2017 13:01:59,5/4/2017 11:27:01, time,ischemic time (days)  ,"2, 5, 1207, 1886, 9",,,,
1229988003,5/3/2017 13:01:59,5/4/2017 11:34:17, treatment,kcl treatment time (hours)  ,"2, 6, 1",,,,
1229988004,5/3/2017 13:01:59,5/4/2017 11:36:01, time,kcl treatment time (hours)  ,"2, 6, 1",,,,
1229988005,5/3/2017 13:01:59,5/4/2017 11:33:31, disease,disease stage  ,"2, cancer, benign, relapse, remission",,,,
1229988006,5/3/2017 13:01:59,5/4/2017 11:29:49, age,age (in days post-partum) ,"20 dpp, 17 dpp",,,,
1229988007,5/3/2017 13:01:59,5/4/2017 11:38:17, age,age at harvest ,20 weeks,,,,
1229988008,5/3/2017 13:01:59,5/4/2017 11:32:07, age,proband age ,"20-38 years, 25 years, 31 years, 22 years",,,,
1229988009,5/3/2017 13:01:59,5/4/2017 11:33:31, time,time (min.)  ,"20, 10, 5, 40, 0",,,,
1229988010,5/3/2017 13:01:59,5/4/2017 11:36:10, age,age_at_blooddraw ,"20, 19, 18, 21, 22",,,,
1229988011,5/3/2017 13:01:59,5/4/2017 11:37:30, time,sporulation timepoint  ,20h,,,,
1229988012,5/3/2017 13:01:59,5/4/2017 11:40:24, time,time post transfection  ,"20h, 120h",,,,
1229988013,5/3/2017 13:01:59,5/4/2017 11:40:21, time,time to harvest  ,21 days,,,,
1229988014,5/3/2017 13:01:59,5/4/2017 11:31:52, treatment,treatment length  ,"21 days, 48 hours, 96 hours, 14 days, 1 hour",,,,
1229988015,5/3/2017 13:01:59,5/4/2017 11:27:09, age,cell culture age ,"21 days, week 27, week 53, week 4, week 8",,,,
1229988016,5/3/2017 13:01:59,5/4/2017 11:21:19, age,culture age ,"21 days, week 27, week 53, week 4, week 8",,,,
1229988017,5/3/2017 13:01:59,5/4/2017 11:30:14, age,biofilm age ,"21 hours, 30 hours, 34 hours, 24 hours",,,,
1229988018,5/3/2017 13:01:59,5/4/2017 11:49:30, treatment,day of dox treatment  ,"21, 14, 27, 0, 2",,,,
1229988019,5/3/2017 13:01:59,5/4/2017 11:59:30, disease,disease free survival (month)  ,"21, 23, 22, 1, 9",,,,
1229988020,5/3/2017 13:01:59,5/4/2017 11:30:24, age,age of epilepsy duration (yr) ,"21, 29",,,,
1229988021,5/3/2017 13:01:59,5/4/2017 11:33:59, time,time (days)  ,"21, 9, 7, 0, 14",,,,
1229988022,5/3/2017 13:01:59,5/4/2017 11:38:50, time,time sac  ,"210, 200, 100, 240, 330",,,,
1229988023,5/3/2017 13:01:59,5/4/2017 11:43:55, strain,b.breve strain  ,210b,,,,
1229988024,5/3/2017 13:01:59,5/4/2017 11:36:15, time,time sample taken  ,"2110, 1710, 1845, 910, 2215",,,,
1229988025,5/3/2017 13:01:59,5/4/2017 11:38:30, time,time rfs  ,"2189, 2280, 5029, 3162, 3648",,,,
1229988026,5/3/2017 13:01:59,5/4/2017 11:37:43, age,hoechst- (viable) cells. age ,22 days of age,,,,
1229988027,5/3/2017 13:01:59,5/4/2017 11:31:08, time,time post bloodmeal  ,22-26 hrs,,,,
1229988028,5/3/2017 13:01:59,5/4/2017 11:29:03, treatment,treatment 2  ,"22mm glucose, 5mm glucose, 20 nm insulin, equine chorionic gonadotropin, i.p.  injection with scriptaid",,,,
1229988029,5/3/2017 13:01:59,5/4/2017 11:33:43, age,age of plants ,"23 months, 3 years",,,,
1229988030,5/3/2017 13:01:59,5/4/2017 11:42:45, age,age of mouse ,"23 weeks, 35 days, na",,,,
1229988031,5/3/2017 13:01:59,5/4/2017 11:25:46, age,age (in years) ,"23, 26, 28, 21, 25",,,,
1229988032,5/3/2017 13:01:59,5/4/2017 11:33:49, treatment,treatment pairs  ,"23, 61, 94, 19, 20",,,,
1229988033,5/3/2017 13:02:00,5/4/2017 11:27:27, time,harvested at what time  ,"24 h, 96 h, 192 h",,,,
1229988034,5/3/2017 13:02:00,5/4/2017 11:41:39, time,time after stimulation  ,"24 h, t30 (minutes), 0 hours, t0 (minutes)",,,,
1229988035,5/3/2017 13:02:00,5/4/2017 11:40:10, time,time post injury  ,24 hours after injury,,,,
1229988036,5/3/2017 13:02:00,5/4/2017 11:29:35, time,culture time  ,"24 hours, 3 days, 32 days, 18 h, 2 days",,,,
1229988037,5/3/2017 13:02:00,5/4/2017 11:37:42, treatment,time post treatment  ,"24 hours, 4 hours, 2 hours, 6 hours, 0 hour",,,,
1229988038,5/3/2017 13:02:00,5/4/2017 11:29:35, time,time post treatment  ,"24 hours, 4 hours, 2 hours, 6 hours, 0 hour",,,,
1229988039,5/3/2017 13:02:00,5/4/2017 11:34:47, time,time of exposure  ,"24 hours, 6 hours, 48 hours, 3 day, 24hrs",,,,
1229988040,5/3/2017 13:02:00,5/4/2017 11:50:51, treatment,length of treatment  ,"24 hours, 6w, 3w, 14hrs",,,,
1229988041,5/3/2017 13:02:00,5/4/2017 11:39:32, treatment,secondary treatment duration  ,"24 hours, 6w, 3w, 14hrs",,,,
1229988042,5/3/2017 13:02:00,5/4/2017 11:43:50, treatment,treatment time point  ,"24 hr, 3 hr, 10 minutes, 30 minutes, 350h",,,,
1229988043,5/3/2017 13:02:00,5/4/2017 11:35:51, time,time after isolation  ,"24 hr, 48 hr, 0 hr",,,,
1229988044,5/3/2017 13:02:00,5/4/2017 11:32:52, time,time point (h)  ,"24, 1, 0, 8, 0.5",,,,
1229988045,5/3/2017 13:02:00,5/4/2017 11:39:37, time,time point (hr)  ,"24, 1, 3, 6, 0.25",,,,
1229988046,5/3/2017 13:02:00,5/4/2017 11:31:23, age,age at collection months ,"24, 13, 12, 49, 37",,,,
1229988047,5/3/2017 13:02:00,5/4/2017 11:29:34, age,donor age (y) ,"24, 28, 23, 30",,,,
1229988048,5/3/2017 13:02:00,5/4/2017 11:36:59, time,sampling time (hours)  ,"24, 336",,,,
1229988049,5/3/2017 13:02:00,5/4/2017 11:32:43, time,time recovery (hour)  ,"24, 48, 72",,,,
1229988050,5/3/2017 13:02:00,5/4/2017 12:18:36, time,time [h]  ,"24, 6, 2, 0, 8",,,,
1229988051,5/3/2017 13:02:00,5/4/2017 11:42:28, treatment,treatment duration (hours)  ,"24, 6, 72",,,,
1229988052,5/3/2017 13:02:00,5/4/2017 11:53:48, treatment,duration of treatment (hours)  ,"24, 8",,,,
1229988053,5/3/2017 13:02:00,5/4/2017 11:37:28, time,harvest time after exposure  ,"24h, 0h, 4h, 1h",,,,
1229988054,5/3/2017 13:02:00,5/4/2017 11:38:26, time,exposure time  ,"24h, 24 h, 96 hours, 24 hrs, 72h",,,,
1229988055,5/3/2017 13:02:00,5/4/2017 11:45:09, treatment,treatment_time  ,"24h, 4 h, 4h, 24 h, 0 hrs",,,,
1229988056,5/3/2017 13:02:00,5/4/2017 11:39:17, time,time point  ,"24h, 6h, 12h, 0h, 0",,,,
1229988057,5/3/2017 13:02:00,5/4/2017 11:35:53, treatment,treatment time-point  ,"24h, 8h, ctrl, 15h, 2h",,,,
1229988058,5/3/2017 13:02:00,5/4/2017 11:33:01, time,treatment time-point  ,"24h, 8h, ctrl, 15h, 2h",,,,
1229988059,5/3/2017 13:02:00,5/4/2017 11:31:14, time,time post-injection  ,"24hr, 48hr",,,,
1229988060,5/3/2017 13:02:00,5/4/2017 11:33:24, time,time of harvest  ,"24hr, 6hr, 2hr",,,,
1229988061,5/3/2017 13:02:00,5/4/2017 11:37:55, time,cell collection time  ,"24hrs after last dose, control, 6hrs after last dose, 2hrs after last dose",,,,
1229988062,5/3/2017 13:02:00,5/4/2017 11:28:14, time,time exposure  ,"24hrs, 2 h, 24+8hrs, 24+6hrs, 32hrs",,,,
1229988063,5/3/2017 13:02:00,5/4/2017 11:41:30, treatment,treatment time (hours)  ,"24hrs, 8, 6hrs, 4, control",,,,
1229988064,5/3/2017 13:02:00,5/4/2017 11:42:05, time,treatment time (hours)  ,"24hrs, 8, 6hrs, 4, control",,,,
1229988065,5/3/2017 13:02:00,5/4/2017 11:36:05, time,time point in batch cycle  ,"254 hrs after the addition of tce, 313 days after the addition of tce, 127 hrs after the addition of tce",,,,
1229988066,5/3/2017 13:02:00,5/4/2017 11:19:57, time,time period  ,"25d, 8h, 3d, 1d, 38d",,,,
1229988067,5/3/2017 13:02:00,5/4/2017 11:38:26, treatment,growth factor treatment  ,"25ng/ml egf, 50ng/ml ngf, no treatment",,,,
1229988068,5/3/2017 13:02:00,5/4/2017 11:39:44, age,age (weeks) ,"26, 12, 6, 8/12/2017, 9",,,,
1229988069,5/3/2017 13:02:00,5/4/2017 11:40:38, age,age at examination ,"26, 29, 46, 30, 28",,,,
1229988070,5/3/2017 13:02:00,5/4/2017 11:41:51, time,harvested time after dose  ,"26hr, 2hr",,,,
1229988071,5/3/2017 13:02:00,5/4/2017 11:44:42, age,maternal age (year) ,"27, 22, 23, 24, 32",,,,
1229988072,5/3/2017 13:02:00,5/4/2017 11:41:48, age,age of gestation ,"28 weeks, 25 weeks",,,,
1229988073,5/3/2017 13:02:00,5/4/2017 11:41:29, age,ageatdraw ,"28, 27, 38, 29, 36",,,,
1229988074,5/3/2017 13:02:00,5/4/2017 11:35:03, age,age of the clone ,"29 months, 24 months",,,,
1229988075,5/3/2017 13:02:00,5/4/2017 11:40:51, age,paternal age ,"29, 32, n/a, 31, 26",,,,
1229988076,5/3/2017 13:02:00,5/4/2017 11:38:14, time,doubling time (hrs)  ,"29.5, 32.3, 35.1, 34.7, 39",,,,
1229988077,5/3/2017 13:02:00,5/4/2017 11:29:42, age,gestational age (w+d) ,"29+6, 29+2, 40+2",,,,
1229988078,5/3/2017 13:02:00,5/4/2017 11:39:27, time,time since lif removal  ,"2d, 0d, 6d, 4d, 8d",,,,
1229988079,5/3/2017 13:02:00,5/4/2017 11:42:43, strain,toxoplasma strain  ,"2f, pru, ctg",,,,
1229988080,5/3/2017 13:02:00,5/4/2017 11:40:14, time,timepoints  ,"2h, 8h, 24h after induction of sexual development, 72h after induction of sexual development, 144h  induction of sexual development",,,,
1229988081,5/3/2017 13:02:00,5/4/2017 11:37:35, time,diet intervention time  ,2wks,,,,
1229988082,5/3/2017 13:02:00,5/4/2017 11:39:29, age,age group (years) ,"3 (>15 yrs), 2 (5-14 yrs), 1 (0-4 yrs), n/a",,,,
1229988083,5/3/2017 13:02:00,5/4/2017 11:34:26, time,time post-mrsa infection  ,"3 day, 1 day",,,,
1229988084,5/3/2017 13:02:00,5/4/2017 11:29:49, time,cell sorting time  ,"3 days after transfection, 7 days after transfection",,,,
1229988085,5/3/2017 13:02:00,5/4/2017 11:28:30, age,treatment age ,3 days post-germination,,,,
1229988086,5/3/2017 13:02:00,5/4/2017 11:42:11, treatment,treatment age  ,3 days post-germination,,,,
1229988087,5/3/2017 13:02:00,5/4/2017 11:42:43, time,time post-wound  ,"3 days, 10 days, 6 hrs, 12 hrs, 24 hrs",,,,
1229988088,5/3/2017 13:02:00,5/4/2017 11:38:45, time,time post-infection  ,"3 days, 2 days, 1 day, 10 days, day 1",,,,
1229988089,5/3/2017 13:02:00,5/4/2017 11:34:49, time,time post exposure  ,"3 days, 4 h, 5 days, 3 h, 24 h",,,,
1229988090,5/3/2017 13:02:00,5/4/2017 11:32:42, treatment,treatment period  ,"3 h, 3 days, 7 days, 0, none",,,,
1229988091,5/3/2017 13:02:00,5/4/2017 11:31:30, time,virus replication time  ,"3 hours, 7 hours, none",,,,
1229988092,5/3/2017 13:02:00,5/4/2017 11:38:39, time,induction time  ,"3 hours, 8 hours, 7 hours, 0 hours, 6 hours",,,,
1229988093,5/3/2017 13:02:00,5/4/2017 11:36:24, time,time in meiosis  ,"3 hr  in meiosis, 2.5 hr  in meiosis, 0 hr  in meiosis, 2 hr  in meiosis, 3.5 hr  in meiosis",,,,
1229988094,5/3/2017 13:02:00,5/4/2017 11:31:26, time,treatment time point  ,"3 hr, 24 hr, 10 minutes, 30 minutes, 350h",,,,
1229988095,5/3/2017 13:02:00,5/4/2017 11:29:03, time,elapsed time  ,"3 hr, 6 hr, 1 hr, 15 min, 30 min",,,,
1229988096,5/3/2017 13:02:00,5/4/2017 11:24:52, age,age of rat ,"3 months, 30 months",,,,
1229988097,5/3/2017 13:02:00,5/4/2017 11:21:04, time,time post-immunization  ,3 weeks,,,,
1229988098,5/3/2017 13:02:00,5/4/2017 11:37:06, age,mouse age ,"3 weeks, p56, 2 days, xenograft cells injected at 6-10 weeks, 8 weeks",,,,
1229988099,5/3/2017 13:02:00,5/4/2017 11:41:01, age,age at biopsy ,"3 years, 42, 52, 76, 7 years",,,,
1229988100,5/3/2017 13:02:00,5/4/2017 11:54:57, treatment,5-aza-c treatment  ,"3_m at 18 hrs post infection for 12 hrs, 5_m at 32 hrs post infection for 24 hrs",,,,
1229988101,5/3/2017 13:02:00,5/4/2017 11:34:10, disease,trg disease state  ,"3, 2, 4, 1",,,,
1229988102,5/3/2017 13:02:00,5/4/2017 11:27:41, time,time point (days)  ,"3, 28, 1, 2, 0",,,,
1229988103,5/3/2017 13:02:00,5/4/2017 11:45:54, time,timepoint (dpa)  ,"3, 28, 35, 7, 21",,,,
1229988104,5/3/2017 13:02:00,5/4/2017 12:10:27, treatment,length of treatment (days)  ,"3, 5, 7, 1.5, 9",,,,
1229988105,5/3/2017 13:02:00,5/4/2017 11:32:02, time,time after induction [days]  ,"3, 6, 12, 9, n/a",,,,
1229988106,5/3/2017 13:02:00,5/4/2017 11:35:58, treatment,days of ddc treatment  ,"3, 7, 14, 0",,,,
1229988107,5/3/2017 13:02:00,5/4/2017 11:36:21, genotype,apoe genotype  ,"3,4, 3,3, 4,4, 3/3, 2,4",,,,
1229988108,5/3/2017 13:02:00,5/4/2017 11:38:09, time,time since meiosis started  ,"3.5 hours, 5 hours",,,,
1229988109,5/3/2017 13:02:00,5/4/2017 11:36:06, time,time post transplant  ,"3.5 years, 9 years, 4 years, 3 years",,,,
1229988110,5/3/2017 13:02:00,5/4/2017 11:58:29, age,animal age ,"30 days embryo, 2 yr, 8-12 weeks, 2-months",,,,
1229988111,5/3/2017 13:02:00,5/4/2017 11:39:24, time,time (days post-treatment)  ,"30 days, 1 day, 15 days, 7 days, 3 days",,,,
1229988112,5/3/2017 13:02:00,5/4/2017 11:41:05, time,cell harvest time  ,"30 hrs post infection, 56 hrs post infection",,,,
1229988113,5/3/2017 13:02:00,5/4/2017 11:42:58, time,post-injury time  ,"30 minutes, 3 days, 7 days, no injury",,,,
1229988114,5/3/2017 13:02:00,5/4/2017 11:39:44, time,time (min)  ,"30, 0, 60, 75, 45",,,,
1229988115,5/3/2017 13:02:00,5/4/2017 11:39:50, time,infection time (min)  ,"30, 120, 60, 0",,,,
1229988116,5/3/2017 13:02:00,5/4/2017 11:39:48, age,age in years ,"30, 25, 23, 43, 32",,,,
1229988117,5/3/2017 13:02:00,5/4/2017 11:34:58, age,current age (2007) ,"30, 40, 24, 29, 66",,,,
1229988118,5/3/2017 13:02:00,5/4/2017 11:24:34, time,time (dpi)  ,"30, 6, 15, 8, 0",,,,
1229988119,5/3/2017 13:02:00,5/4/2017 11:36:59, genotype,hla-dqb1 genotype  ,"302, 02, 0302, 2",,,,
1229988120,5/3/2017 13:02:00,5/4/2017 11:59:08, tissue,tissue_mg ,"31, 33, 26",,,,
1229988121,5/3/2017 13:02:00,5/4/2017 11:32:07, time,time biopsy to surgery (days)  ,"31, 35, 18, 23, 42",,,,
1229988122,5/3/2017 13:02:00,5/4/2017 11:33:05, time,survival time (days)  ,"3183, 3309, 1680, 1604, 5128",,,,
1229988123,5/3/2017 13:02:00,5/4/2017 11:19:57, time,time post-induction  ,"32 hours, 48 hours, 24 hours, 6h, 0h",,,,
1229988124,5/3/2017 13:02:00,5/4/2017 11:35:58, age,maternal age (yrs) ,"32, 29, 28, 35, 33",,,,
1229988125,5/3/2017 13:02:00,5/4/2017 11:33:24, time,time_in_freezer  ,"3277, 3892, 3618, 3365, 3001",,,,
1229988126,5/3/2017 13:02:00,5/4/2017 11:33:52, genotype,genotype icsbp1  ,"33, 13, 11",,,,
1229988127,5/3/2017 13:02:00,5/4/2017 12:10:12, strain,bxd strain  ,"33, 28, 21, 40, 12",,,,
1229988128,5/3/2017 13:02:00,5/4/2017 11:33:43, time,time pfs (months)  ,"35, 25, 14, 16, 12",,,,
1229988129,5/3/2017 13:02:00,5/4/2017 11:27:12, age,age at sacrifice (days) ,"35, 50",,,,
1229988130,5/3/2017 13:02:00,5/4/2017 11:40:22, time,cultivated time  ,36h,,,,
1229988131,5/3/2017 13:02:00,5/4/2017 11:32:43, time,time after plating  ,36h,,,,
1229988132,5/3/2017 13:02:00,5/4/2017 11:38:09, age,gestational age (wk) ,"37, 38, 36, 34, 32",,,,
1229988133,5/3/2017 13:02:00,5/4/2017 11:42:28, age,gestational age ,"37, 38, 39, 14wk, e16",,,,
1229988134,5/3/2017 13:02:00,5/4/2017 11:32:44, age,age at collection ,"38 weeks, 53, 58, 65, 54",,,,
1229988135,5/3/2017 13:02:00,5/4/2017 11:42:43, age,age of woman [years] ,"38, 34, 35, 27, 32",,,,
1229988136,5/3/2017 13:02:00,5/4/2017 11:36:27, treatment,stress treatment  ,"38c for 3hrs, 100 mm nacl for 3hrs, 800 _ｵm photons m-2s-1 for 3hrs, 10c for 3hrs, 100 mm nacl + 38c for 3hrs",,,,
1229988137,5/3/2017 13:02:00,5/4/2017 11:39:27, age,gestational age (wks) ,"39, 39, 38, 39.43, 39.71",,,,
1229988138,5/3/2017 13:02:00,5/4/2017 11:41:14, age,age at 1st diagnosis ,"39, 44, 52, 47, 36",,,,
1229988139,5/3/2017 13:02:00,5/4/2017 11:36:22, age,diagnosis age ,"39, 45, 47, 49, 54",,,,
1229988140,5/3/2017 13:02:00,5/4/2017 11:36:37, time,post-mixing time  ,3h,,,,
1229988141,5/3/2017 13:02:00,5/4/2017 11:41:05, time,time (post-treatment)  ,"3h, 6h, 0h, 21h, 18h",,,,
1229988142,5/3/2017 13:02:00,5/4/2017 11:36:54, time,timepoint/developmental stage  ,"3hr after lights are on, 0hr, 4hr, 2hr",,,,
1229988143,5/3/2017 13:02:00,5/4/2017 11:35:29, time,time (post-infection)  ,"4 day, 2 day, 1 day, 7 day, day 14",,,,
1229988144,5/3/2017 13:02:00,5/4/2017 11:29:42, time,stimulation time  ,"4 days, 24h, 2h, 0h, 120 minutes",,,,
1229988145,5/3/2017 13:02:00,5/4/2017 11:30:14, time,time (duration)  ,4 h,,,,
1229988146,5/3/2017 13:02:00,5/4/2017 11:30:19, time,time after media shift  ,"4 hours, 1 hour",,,,
1229988147,5/3/2017 13:02:00,5/4/2017 11:37:35, age,age time point ,"4 hours, 12 hours, 2 hours, 28 hours after nutrient removal, 14h timepoint",,,,
1229988148,5/3/2017 13:02:00,5/4/2017 11:23:37, time,age time point  ,"4 hours, 12 hours, 2 hours, 28 hours after nutrient removal, 14h timepoint",,,,
1229988149,5/3/2017 13:02:00,5/4/2017 11:37:58, time,incubation time  ,"4 hours, 280-288 degree days post fertilisation, 24, 8 hours, 2 hours",,,,
1229988150,5/3/2017 13:02:00,5/4/2017 11:34:21, time,meiotic timepoint  ,"4 hours, 3 hours, 6 hours",,,,
1229988151,5/3/2017 13:02:00,5/4/2017 11:29:49, time,treatement time  ,"4 hours, 40 hours, 10, 0, 40",,,,
1229988152,5/3/2017 13:02:00,5/4/2017 11:41:22, time,infection time  ,"4 hours, 48h, 4h, 18h, 6hr",,,,
1229988153,5/3/2017 13:02:00,5/4/2017 11:32:01, time,time after infection  ,"4 hours, 7 days, 10 days, 14 days, 21 days",,,,
1229988154,5/3/2017 13:02:00,5/4/2017 11:36:23, time,time of euthanasia  ,"4 hr, 12 hr, 20 hr, 0 hr, 8 hr",,,,
1229988155,5/3/2017 13:02:00,5/4/2017 11:19:57, time,stimulation time and condition  ,"4 hrs bcg stimulated, 4 hrs unstimulated, 12 hrs bcg stimulated, 12 hrs unstimulated",,,,
